Classe,Número,Link,Url,Relator Atual,Nome Ministro (a),Tipo Decisão,Orgão Julgador,Data Autuação,Indicador de  Processo em Tramitação,Data Baixa,Subgrupo Andamento Comissão,Andamento,Observação Andamento,Ramo Direito Novo,Assuntos,Classificação,Origem:,Relator:,Redator do acórdão:,Relator do último incidente:,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES)
ADI,6426,ADI-6426,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5912219,MIN. CÁRMEN LÚCIA,MIN. CÁRMEN LÚCIA,MONOCRÁTICA,MIN. CÁRMEN LÚCIA,15/5/2020,Sim,,Decisão Final,Negado seguimento,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN",Decisões,,,,,,,,
ADI,6426,ADI-6426,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5912432,MIN. CÁRMEN LÚCIA,MIN. CÁRMEN LÚCIA,MONOCRÁTICA,MIN. CÁRMEN LÚCIA,15/5/2020,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","""Adoto o rito do art. 12 da Lei n. 9.868/1999 e determino sejam requisitadas, com urgência e prioridade, informações ao governador do Espírito Santo e ao presidente da Assembleia Legislativa do Espírito Santo, a serem prestadas no prazo máximo e improrrogável de dez dias. Na sequência, vista à Advocacia-Geral da União e à Procuradoria-Geral da República, sucessivamente, para manifestação, na forma da legislação vigente, no prazo máximo e prioritário de cinco dias cada qual (art. 12 da Lei n. 9.868/1999). Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN",Decisões,,,,,,,,
ADI,6427,ADI-6427,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5912432,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,COLEGIADA,TRIBUNAL PLENO,15/5/2020,Sim,,Decisão Liminar,Liminar deferida em parte,"Decisão: O Tribunal, por maioria, analisou a medida cautelar, vencido, preliminarmente, o Ministro Marco Aurélio, que entendia pela inadequação da ação direta. Na sequência, por maioria, deferiu parcialmente a cautelar para: a) conferir interpretação conforme à Constituição ao art. 2º da MP 966/2020, no sentido de estabelecer que, na caracterização de erro grosseiro, deve-se levar em consideração a observância, pelas autoridades: (i) de standards, normas e critérios científicos e técnicos, tal como estabelecidos por organizações e entidades internacional e nacionalmente conhecidas; bem como (ii) dos princípios constitucionais da precaução e da prevenção; e b) conferir, ainda, interpretação conforme à Constituição ao art. 1º da MP 966/2020, para explicitar que, para os fins de tal dispositivo, a autoridade à qual compete a decisão deve exigir que a opinião técnica trate expressamente: (i) das normas e critérios científicos e técnicos aplicáveis à matéria, tal como estabelecidos por org","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO","1 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-192 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE3 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | PROCESSO ADMI",Decisões,,,,,,,,
ADI,6428,ADI-6428,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5912434,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,COLEGIADA,TRIBUNAL PLENO,18/5/2020,Sim,,Decisão Liminar,Liminar deferida em parte,"Decisão: O Tribunal, por maioria, analisou a medida cautelar, vencido, preliminarmente, o Ministro Marco Aurélio, que entendia pela inadequação da ação direta. Na sequência, por maioria, deferiu parcialmente a cautelar para: a) conferir interpretação conforme à Constituição ao art. 2º da MP 966/2020, no sentido de estabelecer que, na caracterização de erro grosseiro, deve-se levar em consideração a observância, pelas autoridades: (i) de standards, normas e critérios científicos e técnicos, tal como estabelecidos por organizações e entidades internacional e nacionalmente conhecidas; bem como (ii) dos princípios constitucionais da precaução e da prevenção; e b) conferir, ainda, interpretação conforme à Constituição ao art. 1º da MP 966/2020, para explicitar que, para os fins de tal dispositivo, a autoridade à qual compete a decisão deve exigir que a opinião técnica trate expressamente: (i) das normas e critérios científicos e técnicos aplicáveis à matéria, tal como estabelecidos por org","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO","1 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-192 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE",Decisões,,,,,,,,
ADI,6429,ADI-6429,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5913301,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,18/5/2020,Sim,,Decisão Interlocutória,Deferido,"""Por meio da Petição 46254/2020 (eDoc 30), o Sindicato dos Auditores Fiscais da Receita Municipal de Campo Grande – MS (SINDAFIR-CG)  requer seu ingresso no feito, na condição de amicus curia. Tendo em vista a relevância da questão constitucional discutida e a representatividade do postulante, defiro, com fundamento no art. 6º, §1º, da Lei 9.882/1999, o pedido. À Secretaria para inclusão do requerente e seus procuradores. Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN,Decisões,,,,,,,,
ADI,6429,ADI-6429,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5913468,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,18/5/2020,Sim,,Decisão Interlocutória,Deferido,"""Por meio da Petição 52969/2020 (eDoc 34), a Federação Nacional dos Auditores e Fiscais de Tributos Municipais – FENAFIM requer seu ingresso no feito, na condição de amicus curia. Tendo em vista a relevância da questão constitucional discutida e a representatividade da postulante, defiro, com fundamento no art. 6º, §1º, da Lei 9.882/1999, o pedido. À Secretaria para inclusão da requerente e seus procuradores. Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN,Decisões,,,,,,,,
ADI,6429,ADI-6429,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5913468,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,18/5/2020,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","Em 18/05/2020: ""(...) 1) requisitem-se as informações definitivas, a serem prestadas no
prazo de 10 dias;
2) após, remetam-se os autos, sucessivamente, ao Advogado-Geral
da União e ao Procurador-Geral da República, para que se manifestem no
prazo de 5 dias.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN,Decisões,,,,,,,,
ADI,6430,ADI-6430,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5913468,MIN. CELSO DE MELLO,MIN. CELSO DE MELLO,MONOCRÁTICA,MIN. CELSO DE MELLO,19/5/2020,Não,3/9/2020,Decisão Final,Não conhecido(s),"""(...) Sendo assim, e pelas razões expostas, não conheço desta ação direta  de inconstitucionalidade, eis que falece legitimidade ativa “ad causam” à autora para fazer instaurar, perante o Supremo Tribunal Federal, o processo de controle normativo abstrato, restando prejudicado, em consequência,             o exame do pedido de medida cautelar, inviabilizando-se, ainda, a análise dos pedidos formulados na Petição nº 51177 e na Petição nº 55387.



Arquivem-se os presentes autos.

Publique-se.""
",DIREITO TRIBUTÁRIO,"1 - DIREITO TRIBUTÁRIO | CONTRIBUIÇÕES | CONTRIBUIÇÕES PREVIDENCIÁRIAS2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | CATEGORIAS ES",Decisões,,,,,,,,
ADI,6431,ADI-6431,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5914788,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,COLEGIADA,TRIBUNAL PLENO,20/5/2020,Sim,,Decisão Liminar,Liminar deferida em parte,"Decisão: O Tribunal, por maioria, analisou a medida cautelar, vencido, preliminarmente, o Ministro Marco Aurélio, que entendia pela inadequação da ação direta. Na sequência, por maioria, deferiu parcialmente a cautelar para: a) conferir interpretação conforme à Constituição ao art. 2º da MP 966/2020, no sentido de estabelecer que, na caracterização de erro grosseiro, deve-se levar em consideração a observância, pelas autoridades: (i) de standards, normas e critérios científicos e técnicos, tal como estabelecidos por organizações e entidades internacional e nacionalmente conhecidas; bem como (ii) dos princípios constitucionais da precaução e da prevenção; e b) conferir, ainda, interpretação conforme à Constituição ao art. 1º da MP 966/2020, para explicitar que, para os fins de tal dispositivo, a autoridade à qual compete a decisão deve exigir que a opinião técnica trate expressamente: (i) das normas e critérios científicos e técnicos aplicáveis à matéria, tal como estabelecidos por org","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO","1 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-192 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE",Decisões,,,,,,,,
ADI,6432,ADI-6432,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5915876,MIN. CÁRMEN LÚCIA,MIN. CÁRMEN LÚCIA,MONOCRÁTICA,MIN. CÁRMEN LÚCIA,20/5/2020,Sim,,Decisão Interlocutória,Deferido,"""(...) 6. Adoto o rito do art. 10 da Lei n. 9.868/1999 e determino sejam
requisitadas, com urgência e prioridade, informações ao Governador de
Roraima e ao Presidente da Assembleia Legislativa, a serem prestadas
no prazo máximo e improrrogável de cinco dias.
Na sequência, vista à Advocacia-Geral da União e à ProcuradoriaGeral da República, sucessivamente, para manifestação, na forma da
legislação vigente, no prazo máximo e prioritário de três dias cada qual
(§ 1º do art. 10 da Lei n. 9.868/1999). (...)""","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO","1 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-192 - DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO | FORNECIMENTO DE ENERGIA ELÉTRICA",Decisões,,,,,,,,
ADI,6433,ADI-6433,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5916208,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,21/5/2020,Sim,,Decisão Interlocutória,Deferido,"em 11.11.2020 ""(...) Por meio da Petição 93265/2020 (eDoc 47), a Associação dos Assessores Jurídicos do Poder Judiciário requer seu ingresso no feito, na condição de amicus curia.
Tendo em vista a relevância da questão constitucional discutida e a representatividade da postulante, defiro, com fundamento no art. 6º, §1º, da Lei 9.882/1999, o pedido.
À Secretaria para inclusão da requerente e seus procuradores.
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /,Decisões,,,,,,,,
ADI,6433,ADI-6433,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5917259,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,21/5/2020,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","em 1º.10.2020: ""Trata-se de ação direta de inconstitucionalidade proposta
pela Associação Nacional dos Procuradores dos Estados e do Distrito
Federal - ANAPE contra os artigos 2º e 4º da Emenda Constitucional nº 44
à Constituição do Estado do Paraná. Requer a concessão de medida
cautelar para a suspensão da eficácia das normas impugnadas.
É o breve relatório. Decido.
Considerando a relevância da matéria em análise, adoto o rito do art.
12 da Lei nº 9.868/99 e determino:
1) requisitem-se as informações definitivas, a serem prestadas no
prazo de 10 dias;
2) após, remetam-se os autos, sucessivamente, ao Advogado-Geral
da União e ao Procurador-Geral da República, para que se manifestem no
prazo de 5 dias.
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /,Decisões,,,,,,,,
ADI,6434,ADI-6434,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5917259,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,21/5/2020,Não,24/6/2020,Decisão Interlocutória,Indeferido,"em 27.5.2020 ""(...) Ante o exposto, indefiro liminarmente a presente ação direta de inconstitucionalidade (art. 4º da Lei 9.868/1999 e art. 21, § 1º, RISTF).

Publique-se. """,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN,Decisões,,,,,,,,
ADI,6435,ADI-6435,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5917758,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,MONOCRÁTICA,MIN. ALEXANDRE DE MORAES,22/5/2020,Sim,,Decisão Interlocutória,Deferido,"Em 6 de novembro de 2020: ""(...) DEFIRO OS PEDIDOS DE INGRESSO COMO AMICI CURIAE, na
presente Ação Direta de Inconstitucionalidade.
À Secretaria, para as anotações pertinentes.
Publique-se.""","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO","1 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-192 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | ENSINO FUNDAMENTAL E MÉDIO3 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE",Decisões,,,,,,,,
ADI,6436,ADI-6436,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5918103,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,COLEGIADA,TRIBUNAL PLENO - SESSÃO VIRTUAL,22/5/2020,Sim,,Decisão Final,Procedente em parte,"Decisão: O Tribunal, por unanimidade, não conheceu da ação em relação ao art. 1º, § 3º, da Lei nº 10.276/2015 do Estado de Mato Grosso, e, na parte conhecida, julgou parcialmente procedente a ação direta, para declarar a inconstitucionalidade dos §§ 1º, 2º e 4º do art. 1º da referida lei, nos termos do voto do Relator. Falou, pela interessada, o Dr. Gustavo Roberto Carminatti Coelho, Procurador-Geral Adjunto da Assembleia Legislativa do Estado de Mato Grosso. Plenário, Sessão Virtual de 20.11.2020 a 27.11.2020.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REAJUSTES DE 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE3 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6436,ADI-6436,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5918104,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,MONOCRÁTICA,MIN. ALEXANDRE DE MORAES,22/5/2020,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99",,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REAJUSTES DE 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE3 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6439,ADI-6439,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5918104,MIN. ROSA WEBER,MIN. ROSA WEBER,MONOCRÁTICA,MIN. ROSA WEBER,25/5/2020,Sim,,Decisão Interlocutória,Deferido,"Referente à petição nº 49.719/2020:
Defiro , pois, o pedido, facultadas, a apresentação de informações e de memoriais, bem como a sustentação oral por ocasião das sessões de julgamento.

À Secretaria para a inclusão do nome do interessado e respectivos patronos.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MAGISTRATURA | REM3 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6439,ADI-6439,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5919239,MIN. ROSA WEBER,MIN. ROSA WEBER,MONOCRÁTICA,MIN. ROSA WEBER,25/5/2020,Sim,,Decisão Interlocutória,Deferido,"Requerem a admissão no feito, na qualidade de amicus curiae , o Sindicato dos Servidores do Poder Judiciário no Estado do Espírito Santo - SINDIJUDICIÁRIOS/ES (petição 48244/2020) e a Associação dos Magistrados do Espírito Santo - AMAGES (petições 37.207/2020 e 63.123/2020).
(...)
Defiro , pois, o pedido, facultadas, a apresentação de informações e de memoriais, bem como a sustentação oral por ocasião das sessões de julgamento.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MAGISTRATURA | REM3 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6440,ADI-6440,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5919239,MIN. RICARDO LEWANDOWSKI,MIN. RICARDO LEWANDOWSKI,MONOCRÁTICA,MIN. RICARDO LEWANDOWSKI,26/5/2020,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","""(...) Sendo assim, colham-se informações prévias, a serem prestadas,
sucessivamente, pela Assembleia Legislativa do Estado do Pará e pelo
Governador do mesmo Estado, no prazo de 5 dias.
Após, dê-se vista ao Advogado-Geral da União e ao ProcuradorGeral da República, sucessivamente, também no prazo de 5 dias, para que
cada qual se manifeste.
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /,Decisões,,,,,,,,
ADPF,687,ADPF-687,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5920825,MIN. LUIZ FUX,MIN. LUIZ FUX,MONOCRÁTICA,MIN. LUIZ FUX,27/5/2020,Não,17/8/2020,Decisão Final,Não conhecido(s),"""Ex positis, NÃO CONHEÇO da presente arguição de descumprimento de preceito fundamental, com fundamento no artigo 4º da Lei federal 9.882/1999 e no artigo 21, § 1º, do RISTF.
Resta prejudicado o pedido de medida cautelar.
Publique-se.
Brasília, 1º de junho de 2020.
""","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO","1 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-192 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUT",Decisões,,,,,,,,
ADI,6444,ADI-6444,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5921909,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,COLEGIADA,TRIBUNAL PLENO - SESSÃO VIRTUAL,2/6/2020,Não,5/10/2020,Decisão em recurso interno,Agravo regimental não provido,"Decisão: O Tribunal, por unanimidade, conheceu do agravo regimental e negou-lhe provimento, julgando prejudicado o pedido de ingresso nos autos do Sindicato dos Policiais Civis de Santa Catarina - SINPOL/SC na condição de amicus curiae, nos termos do voto do Relator. Não participou deste julgamento, por motivo de licença médica, o Ministro Celso de Mello. Plenário, Sessão Virtual de 28.8.2020 a 4.9.2020.","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO","1 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-192 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE",Decisões,,,,,,,,
ADI,6444,ADI-6444,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5927162,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,MONOCRÁTICA,MIN. ALEXANDRE DE MORAES,2/6/2020,Não,5/10/2020,Decisão em recurso interno,Embargos rejeitados,"Em 23 de julho de 2020: ""(...) REJEITO OS EMBARGOS DE DECLARAÇÃO.
Publique-se.""","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO","1 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-192 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE",Decisões,,,,,,,,
